,DataID,FEIN,EntityName,DateOfOrganization,ActiveFlag,CleanName,CoreName,Date,bostonFlag
814559,00duzc,205878674,73 LEICESTER STREET LLC,11/17/2006,Y,73 LEICESTER ST LLC,73 LEICESTER ST,2006-11-17,False
998585,00irxz,000958196,"722 EAST SIXTH STREET, LLC",08/14/2007,Y,722 E 6TH ST LLC,722 E 6TH ST,2007-08-14,False
972267,00loj2,001101456,"721 PARKER, LLC",03/06/2013,Y,721 PARKER LLC,721 PARKER,2013-03-06,False
895868,00n1wf,001144180,72 SAVIN HILL AVENUE LLC,08/12/2014,Y,72 SAVIN HILL AVE LLC,72 SAVIN HILL AVE,2014-08-12,False
812154,00jvip,000937374,72 REVERE STREET LLC,11/10/2006,Y,72 REVERE ST LLC,72 REVERE ST,2006-11-10,False
978134,0087qg,001011931,"72 FRANKFORT STREET, LLC",09/15/2009,N,72 FRANKFORT ST LLC,72 FRANKFORT ST,2009-09-15,False
722763,00ng4v,001157015,72 EAST BROOKLINE LLC,01-08-2015,Y,72 E BROOKLINE LLC,72 E BROOKLINE,2015-01-08,False
983882,00m3kc,001114543,"72 DUNSTER ROAD, LLC",08/21/2013,N,72 DUNSTER RD LLC,72 DUNSTER RD,2013-08-21,False
1023823,00kzqd,001078967,72 ASHFORD LLC,05/10/2012,Y,72 ASHFORD LLC,72 ASHFORD,2012-05-10,False
19563,00eme4,L93448867,713 DUDLEY ASSOCIATES LIMITED PARTNERSHIP,12/14/1993,N,713 DUDLEY ASSOCIATION LIMITED,713 DUDLEY,1993-12-14,False
60410,00fjxx,043420738,712 MORTON STREET LLC,05/20/1998,Y,712 MORTON ST LLC,712 MORTON ST,1998-05-20,False
903708,00meiq,464373005,"71 NEPONSET AVENUE, LLC",12/24/2013,Y,71 NEPONSET AVE LLC,71 NEPONSET AVE,2013-12-24,False
977891,00n82w,001149504,"SEVENTY FOUR BEACON, LLC",10/15/2014,Y,704 BEACON LLC,704 BEACON,2014-10-15,False
928165,00hnvb,760850403,"700 EAST BROADWAY REALTY, LLC",11/26/2003,Y,700 E BROADWAY REALTY LLC,700 E BROADWAY,2003-11-26,False
635795,00k506,208337150,70 WESTLAND LLC,01/12/2007,Y,70 W LAND LLC,70 W LAND,2007-01-12,False
842250,00ltt1,462667106,70 SCHOOL STREET LLC,05/01/2013,N,70 SCHOOL ST LLC,70 SCHOOL ST,2013-05-01,False
46568,00dr3w,043536941,70 CALUMET STREET REALTY LLC,11/09/2000,Y,70 CALUMET ST REALTY LLC,70 CALUMET ST,2000-11-09,False
625411,003iln,261652417,"7 WILTON STREET, LLC",10/17/2007,N,7 WILTON ST LLC,7 WILTON ST,2007-10-17,False
1097215,00n8zg,472158923,7 SUDAN LLC,10/24/2014,Y,7 SUDAN LLC,7 SUDAN,2014-10-24,False
685832,00kp16,001069528,"SEVEN SPRING GARDEN, LLC",01/12/2012,Y,7 SPRING GARDEN LLC,7 SPRING GARDEN,2012-01-12,False
947601,00m9ob,463991288,7 SHENANDOAH STREET LLC,10/30/2013,Y,7 SHENANDOAH ST LLC,7 SHENANDOAH ST,2013-10-30,False
951852,00hufi,753256927,7 MINER STREET LLC,10/03/2007,Y,7 MINER ST LLC,7 MINER ST,2007-10-03,False
693165,00lhjo,001095171,"7 MARK STREET, LLC",01/01/2013,Y,7 MARK ST LLC,7 MARK ST,2013-01-01,False
689752,00ksdn,454574973,7 LINCOLN LJS LLC,02/20/2012,Y,7 LINCOLN LJS LLC,7 LINCOLJS,2012-02-20,False
1142188,00ghaq,001059262,"7 CROWELL STREET, LLC",08/15/2011,Y,7 CROWELL ST LLC,7 CROWELL ST,2011-08-15,False
47487,00dt3u,000835726,7 COLUMBUS SQUARE LLC,02/13/2001,N,7 COLUMBUS SQUARE LLC,7 COLUMBUS,2001-02-13,False
636483,009uk4,000942702,7 ALLEGHANY STREET LLC,01/18/2007,N,7 ALLEGHANY ST LLC,7 ALLEGHANY ST,2007-01-18,False
715024,00kdny,841663401,7-11 ABBOT STREET LLC,12/01/2004,N,7 11 ABBOT ST LLC,7 11 ABBOT ST,2004-12-01,False
1037474,00towr,001415460,THE 5-7 PROPERTIES LLC,01-01-2020,Y,7 PROPERTIES LLC,7,2020-01-01,False
895801,00n1ve,471565672,69 WOODFORD STREET LLC,08/12/2014,Y,69 WOODFORD ST LLC,69 WOODFORD ST,2014-08-12,False
964814,00l3hh,001082385,68 CHESTNUT STREET LLC,06/26/2012,Y,68 CHESTNUT ST LLC,68 CHESTNUT ST,2012-06-26,False
1123688,00l9xo,460643577,665-667 MASS AVE LLC,09/19/2012,N,665 667 MASSACHUSETTS AVE LLC,665 667 MASSACHUSETTS AVE,2012-09-19,False
1182870,00n4x4,001146801,"662 SARATOGA, LLC",09/12/2014,Y,662 SARATOGA LLC,662 SARATOGA,2014-09-12,False
1140346,00e19x,000992685,660 REALTY LLC,12/30/2008,Y,660 REALTY LLC,660,2008-12-30,False
1019438,00ifeh,262301183,"66 SAXTON STREET, LLC",04/11/2008,N,66 SAXTON ST LLC,66 SAXTON ST,2008-04-11,False
941373,00l8aq,001086759,658 MASS AVE LLC,08/28/2012,N,658 MASSACHUSETTS AVE LLC,658 MASSACHUSETTS AVE,2012-08-28,False
38027,00fw5h,043531532,"658 EAST BROADWAY, LLC",10/20/2000,Y,658 E BROADWAY LLC,658 E BROADWAY,2000-10-20,False
748381,00h9jg,000903393,65 NORTH MARGIN STREET LLC,08/17/2005,N,65 N MARGIN ST LLC,65 N MARGIN ST,2005-08-17,False
884114,00mooi,001132731,65 BYNNER LLC,04-03-2014,N,65 BYNNER LLC,65 BYNNER,2014-04-03,False
737606,00kd34,202930817,"64 LAKE STREET, LLC",05/27/2005,Y,64 LAKE ST LLC,64 LAKE ST,2005-05-27,False
1123860,00l9yw,298766515,64 CATHERINE STREET LLC,09/20/2012,N,64 CATHERINE ST LLC,64 CATHERINE ST,2012-09-20,False
997562,00k3d4,001053894,637 TREMONT STREET LLC,05/25/2011,Y,637 TREMONT ST LLC,637 TREMONT ST,2011-05-25,False
1123744,00l9ys,001088285,633 TREMONT LLC,09/19/2012,Y,633 TREMONT LLC,633 TREMONT,2012-09-19,False
826630,00bqad,001061157,"63 MELCHER, LLC",09/14/2011,N,63 MELCHER LLC,63 MELCHER,2011-09-14,False
956935,00537i,000984757,"62 WHITTEN STREET, LLC",08/21/2008,Y,62 WHITTEN ST LLC,62 WHITTEN ST,2008-08-21,False
1077476,008hit,001023802,619 TREMONT STREET PARTNERS LLC,02/17/2010,Y,619 TREMONT ST PARTNERS LLC,619 TREMONT ST,2010-02-17,False
694582,00lnbi,462087825,"616 EAST FOURTH STREET, LLC",02/21/2013,Y,616 E 4TH ST LLC,616 E 4TH ST,2013-02-21,False
1122391,00mqmz,001134366,61 ELM STREET LLC,04/23/2014,Y,61 ELM ST LLC,61 ELM ST,2014-04-23,False
1000556,00j2i6,001057655,"SIXTY ONE CRESCENT, LLC",07/20/2011,N,601 CR LLC,601,2011-07-20,False
854146,00f2ue,208818881,60 WEST RUTLAND SQUARE LLC,03/19/2007,N,60 W RUTLAND SQUARE LLC,60 W RUTLAND,2007-03-19,False
41007,00djrq,000656865,60 PRINCE STREET REALTY LLC,04/22/1999,Y,60 PRINCE ST REALTY LLC,60 PRINCE ST,1999-04-22,False
1178917,00ow14,001223973,60 CROSS STREET INVESTMENT LLC,05/18/2016,Y,60 CROSS ST INVESTMENTS LLC,60 CROSS ST,2016-05-18,False
862371,00pho7,001252085,60-66 BRAINERD ROAD LLC,12/16/2016,N,60 66 BRAINERD RD LLC,60 66 BRAINERD RD,2016-12-16,False
1141222,00lktw,461847850,"60-62 LITCHFIELD STREET, LLC",01/24/2013,Y,60 62 LITCHFIELD ST LLC,60 62 LITCHFIELD ST,2013-01-24,False
693625,001drx,000870244,"6 WHITTIER ROAD, LLC",06/15/2004,Y,6 WHITTIER RD LLC,6 WHITTIER RD,2004-06-15,False
812523,009sq8,205860822,"6 PRINCE STREET, LLC",11/10/2006,Y,6 PRINCE ST LLC,6 PRINCE ST,2006-11-10,False
1042064,00ljg3,800882602,6 PETER PARLEY LLC,01/09/2013,N,6 PETER PARLEY LLC,6 PETER PARLEY,2013-01-09,False
737107,00jffm,202926070,"6 KESWICK STREET, LLC",05/23/2005,Y,6 KESWICK ST LLC,6 KESWICK ST,2005-05-23,False
977484,00ly6x,001109923,"SIX JOY STREET TRUST, LLC",06/19/2013,Y,6 JOY ST TRUST LLC,6 JOY ST,2013-06-19,False
1256325,00htmt,000976490,"SIX HESTIA PARK, CORP.",04/24/2008,N,6 HESTIA PARK CORPORATION,6 HESTIA PARK,2008-04-24,False
693792,00lhs8,001095406,6 FAYETTE STREET LLC,12/21/2012,Y,6 FAYETTE ST LLC,6 FAYETTE ST,2012-12-21,False
994763,00kfuo,451654398,6 COLUMBIA TERRACE LLC,04/14/2011,Y,6 COLUMBIA TERRACE LLC,6 COLUMBIA TERRACE,2011-04-14,False
1118996,00lf99,461454115,6 COLEMAN ST LLC,11/27/2012,N,6 COLEMAN ST LLC,6 COLEMAN ST,2012-11-27,False
1077267,00dr53,001023627,"6 CARMEL STREET, LLC",03/09/2010,N,6 CARMEL ST LLC,6 CARMEL ST,2010-03-09,False
638942,00jdby,273362030,"6 BYRON STREET, LLC",08/26/2010,N,6 BYRON ST LLC,6 BYRON ST,2010-08-26,False
1009228,00n35o,001145287,50 STELLA ROAD LLC,08/26/2014,N,5STELLA RD LLC,5STELLA RD,2014-08-26,False
984132,00m5pv,001116326,598 HYDE PARK ROSLINDALE LLC,09/16/2013,Y,598 HYDE PARK ROSLINDALE LLC,598 HYDE PARK ROSLINDALE,2013-09-16,False
774503,0028n2,000919485,592 CAMBRIDGE LJS LLC,03/20/2006,Y,592 CAMBRIDGE LJS LLC,592 CAMBRIDGE LJS,2006-03-20,False
1057511,00khaj,001062400,59 WYMAN STREET DEVELOPMENT LLC,10/04/2011,N,59 WYMAN ST DEVELOPMENT LLC,59 WYMAN ST,2011-10-04,False
1144942,00kih8,001063456,"588 COLUMBUS, LLC",10/21/2011,Y,588 COLUMBUS LLC,588 COLUMBUS,2011-10-21,False
39411,00dijw,000639368,572-580 CUMMINS HIGHWAY L.L.C.,12/14/1998,Y,572 580 CUMMINS HIGHWAY LLC,572 580 CUMMINS HIGHWAY,1998-12-14,False
1097002,00n8rk,001150107,57 TRENTON LLC,10/22/2014,N,57 TRENTON LLC,57 TRENTON,2014-10-22,False
700674,00mnzq,001132178,57 MONMOUTH LLC,03/27/2014,N,57 MONMOUTH LLC,57 MONMOUTH,2014-03-27,False
743460,00dxsk,000900603,556 COLUMBUS AVENUE I L.L.C.,07-12-2005,N,556 COLUMBUS AVE ILLC,556 COLUMBUS AVE I,2005-07-12,False
996373,00a5nt,000958200,"550 EAST THIRD STREET, LLC",08/14/2007,Y,550 E 3RD ST LLC,550 E 3RD ST,2007-08-14,False
1105922,00mgku,001125826,546 SARATOGA STREET LLC,01/15/2014,Y,546 SARATOGA ST LLC,546 SARATOGA ST,2014-01-15,False
1142327,00tld5,001410858,54-60 LEXINGTON STREET LLC,11/12/2019,Y,54 60 LEXINGTON ST LLC,54 60 LEXINGTON ST,2019-11-12,False
1214444,00l6dz,001085056,539-541 EAST THIRD STREET LLC,08/03/2012,Y,539 541 E 3RD ST LLC,539 541 E 3RD ST,2012-08-03,False
1150898,00lzvh,001111432,"538 - 540 MASSACHUSETTS AVENUE, LLC",07/09/2013,Y,538 540 MASSACHUSETTS AVE LLC,538 540 MASSACHUSETTS AVE,2013-07-09,False
1262368,00n658,001147822,530 EAST BROADWAY LLC,09/24/2014,Y,530 E BROADWAY LLC,530 E BROADWAY,2014-09-24,False
18357,00enmd,L95489342,"530 COLUMBUS AVENUE LIMITED PARTNERSHIP, THE",01/24/1995,N,530 COLUMBUS AVE LIMITED,530 COLUMBUS AVE,1995-01-24,False
1192780,00h5h2,001025602,"53 HILLSIDE, LLC",04/02/2010,N,53 HILLSIDE LLC,53 HILLSIDE,2010-04-02,False
712253,00nbcs,001152425,"53 BAILEY, LLC",11/18/2014,N,53 BAILEY LLC,53 BAILEY,2014-11-18,False
1009669,00ks55,454551063,53-58 FOREST STREET LLC,02/16/2012,N,53 58 FOREST ST LLC,53 58 FOREST ST,2012-02-16,False
130508,001pmp,043426177,"526 PARK STREET, INC.",06/25/1998,Y,526 PARK ST INC,526 PARK ST,1998-06-25,False
794687,00ihyl,205297874,520 HARRISON AVENUE LLC,08/01/2006,Y,520 HARRISON AVE LLC,520 HARRISON AVE,2006-08-01,False
815795,00hpzl,270970666,52 MASCOT INVESTMENTS LLC,09/23/2009,Y,52 MASCOT INVESTMENTS LLC,52 MASCOT,2009-09-23,False
1186859,00mc01,464180095,"517 E 8TH, LLC",11/25/2013,Y,517 E 8TH LLC,517 E 8TH,2013-11-25,False
1118978,00lf8u,001093027,516 WASHINGTON LLC,11/27/2012,N,516 WASHINGTON LLC,516 WASHINGTON,2012-11-27,False
728765,00hhg0,202520404,512 CENTRE STREET LLC,03/18/2005,Y,512 CENTRE ST LLC,512 CENTRE ST,2005-03-18,False
1098626,009fhh,001054654,50 SYMPHONY ROAD LLC,06/07/2011,Y,50 SYMPHONY RD LLC,50 SYMPHONY RD,2011-06-07,False
823185,00hogz,001043206,50 SUTHERLAND ROAD BRIGHTON LLC,12/31/2010,N,50 SUTHERLAND RD BRIGHTON LLC,50 SUTHERLAND RD BRIGHTON,2010-12-31,False
639869,00m9ui,464006168,50 GREENWOOD STREET LLC,10/31/2013,Y,50 GREENWOOD ST LLC,50 GREENWOOD ST,2013-10-31,False
887182,00mwj1,471083673,50 FISHER AVENUE LLC,06/17/2014,Y,50 FISHER AVE LLC,50 FISHER AVE,2014-06-17,False
627359,00honx,000972794,"50 EDWIN STREET, LLC",03/06/2008,Y,50 EDWIN ST LLC,50 EDWIN ST,2008-03-06,False
984908,00kfi3,273482529,50 CALUMET LLC,09/17/2010,Y,50 CALUMET LLC,50 CALUMET,2010-09-17,False
1252695,006dki,271788385,50 BATEMAN LLC,01/29/2010,Y,50 BATEMAN LLC,50 BATEMAN,2010-01-29,False
704269,00lg1j,461514443,50-52 HOBSON STREET LLC,12/06/2012,Y,50 52 HOBSON ST LLC,50 52 HOBSON ST,2012-12-06,False
633641,00i74c,273674250,"5 ORLANDO STREET, LLC",10/14/2010,Y,5 ORLANDO ST LLC,5 ORLANDO ST,2010-10-14,False
1048899,00lvji,462812947,5 MARLBOROUGH LLC,05/20/2013,N,5 MARLBOROUGH LLC,5 MARLBOROUGH,2013-05-20,False
1019678,00l8pv,001087153,"FIVE K, LLC",09/05/2012,Y,5 K LLC,5 K,2012-09-05,False
1081958,00n3gd,001145542,"5 FORBES STREET, LLC",08/28/2014,Y,5 FORBES ST LLC,5 FORBES ST,2014-08-28,False
1035366,00maev,001120366,5 EVERETT COURT LLC,11/07/2013,N,5 EVERETT COURT LLC,5 EVERETT COURT,2013-11-07,False
931042,0075t8,200542968,"5 CORTES, LLC",01/02/2004,Y,5 CORTES LLC,5 CORTES,2004-01-02,False
468487,000nk0,042371878,FIVE CHESTNUT STREET CORPORATION,06/23/1959,Y,5 CHESTNUT ST CORPORATION,5 CHESTNUT ST,1959-06-23,False
1015353,004ewk,260717887,"5 CHARTER ST, LLC",04/12/2007,Y,5 CHARTER ST LLC,5 CHARTER ST,2007-04-12,False
786042,00ldhu,461318206,5 BURRILL PLACE LLC,11/02/2012,Y,5 BURRILL PLACE LLC,5 BURRILL PLACE,2012-11-02,False
745799,00i2n6,000901792,5 ASHFORD STREET LLC,07/28/2005,Y,5 ASHFORD ST LLC,5 ASHFORD ST,2005-07-28,False
981377,00m23b,463338037,FIVE REALTY LLC,08/05/2013,Y,5 REALTY LLC,5,2013-08-05,False
917400,005b8y,452391943,"4D ENTERPRISES, LLC",05/19/2011,Y,4D ENTERPRISES LLC,4D ENTERPRISES,2011-05-19,False
959088,00kyy3,455186197,"498 E BROADWAY, LLC",05/02/2012,Y,498 E BROADWAY LLC,498 E BROADWAY,2012-05-02,False
986186,00m4we,001115643,497 SUMNER STREET LLC,09/05/2013,Y,497 SUMNER ST LLC,497 SUMNER ST,2013-09-05,False
937536,00itcc,200847832,4965 REALTY VENTURES LLC,03/04/2004,Y,4965 REALTY VENTURE LLC,4965,2004-03-04,False
870673,00m2u5,001113984,"496 ASHMONT STREET, LLC",08/13/2013,N,496 ASHMONT ST LLC,496 ASHMONT ST,2013-08-13,False
977521,00ly88,462989073,"CD 495 EAST 4TH ST, LLC",06/19/2013,N,CONDO 495 E 4TH ST LLC,495 E 4TH ST,2013-06-19,False
943012,00kt3c,454639594,493 COLUMBIA ROAD LLC,02/27/2012,N,493 COLUMBIA RD LLC,493 COLUMBIA RD,2012-02-27,False
980778,00m1mp,463093770,492 HARVARD RESIDENTIAL LLC,07/30/2013,N,492 HARVARD RESIDENTIAL LLC,492 HARVARD,2013-07-30,False
1207268,00kfpk,000994038,49 STANWOOD LLC,01/16/2009,N,49 STANWOOD LLC,49 STANWOOD,2009-01-16,False
706637,00856z,201676033,482 MASSACHUSETTS AVENUE LLC,09/28/2004,Y,482 MASSACHUSETTS AVE LLC,482 MASSACHUSETTS AVE,2004-09-28,False
1033075,00ml2o,001129663,480 QUINCY STREET LLC,03/03/2014,N,480 QUINCY ST LLC,480 QUINCY ST,2014-03-03,False
1022015,00kvop,001075423,"477 HARRISON AVENUE, LLC",03-26-2012,Y,477 HARRISON AVE LLC,477 HARRISON AVE,2012-03-26,False
1204263,00lgto,001094508,476 BEACON STREET LLC,12/14/2012,N,476 BEACON ST LLC,476 BEACON ST,2012-12-14,False
897465,00n2gf,471612784,474 TALBOT AVENUE LLC,08/18/2014,Y,474 TALBOT AVE LLC,474 TALBOT AVE,2014-08-18,False
1110203,00czaw,000990121,470 COMMERCIAL ST LLC,11/14/2008,Y,470 COMMERCIAL ST LLC,470 COMMERCIAL ST,2008-11-14,False
16003,00ev58,L96560947,470 BEACON LIMITED PARTNERSHIP,01/02/1997,Y,470 BEACON LIMITED,470 BEACON,1997-01-02,False
942166,00krma,001071854,"47 HOOKER STREET, LLC",02/10/2012,Y,47 HOOKER ST LLC,47 HOOKER ST,2012-02-10,False
931386,00jldw,000857575,"468 COMMONWEALTH AVENUE, LLC",01/02/2004,Y,468 COMMONWEALTH AVE LLC,468 COMMONWEALTH AVE,2004-01-02,False
912109,00jhdc,001048528,"465-467 WASHINGTON STREET, LLC",03/15/2011,Y,465 467 WASHINGTON ST LLC,465 467 WASHINGTON ST,2011-03-15,False
838311,00li6c,464655719,463 RUTHERFORD AVENUE LLC,12/27/2012,N,463 RUTHERFORD AVE LLC,463 RUTHERFORD AVE,2012-12-27,False
955481,008eir,263133174,463 PARK DRIVE LLC,08/08/2008,Y,463 PARK DRIVE LLC,463 PARK DRIVE,2008-08-08,False
931038,00c6oy,200543030,"461 MASS, LLC",01/02/2004,Y,461 MASSACHUSETTS LLC,461 MASSACHUSETTS,2004-01-02,False
1280612,00g8o6,001026778,"460 ASHMONT STREET, LLC",04/21/2010,Y,460 ASHMONT ST LLC,460 ASHMONT ST,2010-04-21,False
190170,003o2l,042923050,46 LEWIS STREET COOPERATIVE CORPORATION,05/22/1986,Y,46 LEWIS ST COOPERATIVE CORPORATION,46 LEWIS ST,1986-05-22,False
38302,00dc9h,043462639,455 BEACON LLC,01-07-1998,Y,455 BEACON LLC,455 BEACON,1998-01-07,False
465189,001fyx,042312826,"454 BEACON ST, INC.",12/05/1949,Y,454 BEACON ST INC,454 BEACON ST,1949-12-05,False
693217,00lhm7,001095242,"451 MARLBOROUGH STREET, LLC",12/20/2012,Y,451 MARLBOROUGH ST LLC,451 MARLBOROUGH ST,2012-12-20,False
214058,00503g,042721968,"450 BEACON STREET, INC.",08/21/1940,Y,450 BEACON ST INC,450 BEACON ST,1940-08-21,False
814515,00iux6,205878999,45 FALKLAND STREET LLC,11/17/2006,Y,45 FALKLAND ST LLC,45 FALKLAND ST,2006-11-17,False
1214940,00ms8n,465603889,45 COFFEY STREET LLC,05/08/2014,N,45 COFFEY ST LLC,45 COFFEY ST,2014-05-08,False
698384,00m2p0,463338818,448 BEACON LLC,08/12/2013,Y,448 BEACON LLC,448 BEACON,2013-08-12,False
621576,00h5d7,000939828,447 PARK DRIVE LLC,12/19/2006,Y,447 PARK DRIVE LLC,447 PARK DRIVE,2006-12-19,False
693182,00lhjq,461604647,447 BEACON LLC,12/20/2012,N,447 BEACON LLC,447 BEACON,2012-12-20,False
749544,0036yr,203392716,44 IRVING STREET LLC,08/25/2005,Y,44 IRVING ST LLC,44 IRVING ST,2005-08-25,False
1092379,00mayd,001120843,438 WASHINGTON ST LLC,11/13/2013,Y,438 WASHINGTON ST LLC,438 WASHINGTON ST,2013-11-13,False
928899,00kpzp,001070380,"438 MARLBOROUGH STREET, LLC",01/24/2012,Y,438 MARLBOROUGH ST LLC,438 MARLBOROUGH ST,2012-01-24,False
1051722,00m27x,001113466,"435 EAST THIRD STREET, LLC",08/06/2013,N,435 E 3RD ST LLC,435 E 3RD ST,2013-08-06,False
953199,008ijg,000982368,435 BEACON STREET LLC,07/17/2008,Y,435 BEACON ST LLC,435 BEACON ST,2008-07-17,False
1229431,00mcxf,001122572,433 DUDLEY STREET LLC,12/06/2013,Y,433 DUDLEY ST LLC,433 DUDLEY ST,2013-12-06,False
994922,00ljnl,001097146,"431 MARLBOROUGH STREET, LLC",01/11/2013,N,431 MARLBOROUGH ST LLC,431 MARLBOROUGH ST,2013-01-11,False
788539,00mk0n,464870302,43 ARBORVIEW ROAD LLC,02/20/2014,N,43 ARBORVIEW RD LLC,43 ARBORVIEW RD,2014-02-20,False
634295,008p2o,001040910,"425 SEAVER STREET, LLC",11/29/2010,N,425 SEAVER ST LLC,425 SEAVER ST,2010-11-29,False
42177,00kl8k,001065961,422 RIVER STREET LLC,11/29/2011,Y,422 RIVER ST LLC,422 RIVER ST,2011-11-29,False
870950,00m347,001114207,"42 ROCKWELL, LLC",08/15/2013,N,42 ROCKWELL LLC,42 ROCKWELL,2013-08-15,False
14939,00ew68,L97589760,414 MASSACHUSETTS AVENUE LIMITED PARTNERSHIP,09/26/1997,Y,414 MASSACHUSETTS AVE LIMITED,414 MASSACHUSETTS AVE,1997-09-26,False
1247593,00nb5l,001152245,"411 WASHINGTON STREET REALTY, LLC",11/17/2014,Y,411 WASHINGTON ST REALTY LLC,411 WASHINGTON ST,2014-11-17,False
887178,00mwix,471094359,41 PARKER HILL AVENUE LLC,06/17/2014,Y,41 PARKER HILL AVE LLC,41 PARKER HILL AVE,2014-06-17,False
1099254,00bsu1,000976559,"41 ORKNEY ROAD, LLC",04/25/2008,Y,41 ORKNEY RD LLC,41 ORKNEY RD,2008-04-25,False
971114,00e0g8,001017431,"41 HOSMER STREET, LLC",12/11/2009,N,41 HOSMER ST LLC,41 HOSMER ST,2009-12-11,False
939316,005u0s,000864001,41 FAIRFIELD STREET LLC,03/24/2004,N,41 FAIRFIELD ST LLC,41 FAIRFIELD ST,2004-03-24,False
802709,00h7ik,205334571,41 BROMFIELD STREET LLC,09/15/2006,N,41 BROMFIELD ST LLC,41 BROMFIELD ST,2006-09-15,False
1139858,00bm6c,001055403,41-43 NORTH CRESCENT CIRCUIT LLC,06/16/2011,Y,41 43 N CR CIR LLC,41 43 N,2011-06-16,False
1026738,00st9r,001382393,"405 GROVE STREET, LLC",05/06/2019,Y,405 GROVE ST LLC,405 GROVE ST,2019-05-06,False
1082033,00n3ik,001145588,40 WASHBURN REALTY LLC,08/28/2014,N,40 WASHBURN REALTY LLC,40 WASHBURN,2014-08-28,False
621248,00e00t,000939540,"40 HOLTON STREET, LLC",12/15/2006,N,40 HOLTON ST LLC,40 HOLTON ST,2006-12-15,False
59161,00fjaf,043559693,"40 BOYLSTON STREET ASSOCIATES, LLC",05/02/2001,Y,40 BOYLSTON ST ASSOCIATION LLC,40 BOYLSTON ST,2001-05-02,False
822462,0042wf,274291667,FORTY BERKELEY LLC,12/15/2010,N,40 BERKELEY LLC,40 BERKELEY,2010-12-15,False
751090,00i0xo,203421141,40-42 SYMPHONY ROAD LLC,09/08/2005,Y,40 42 SYMPHONY RD LLC,40 42 SYMPHONY RD,2005-09-08,False
1059597,00m5kb,001116188,"40-42 LINCOLN STREET, LLC",09/12/2013,Y,40 42 LINCOLN ST LLC,40 42 LINCOST,2013-09-12,False
1001730,00kgqm,001061867,4 TERRACE PLACE LLC,09/27/2011,N,4 TERRACE PLACE LLC,4 TERRACE PLACE,2011-09-27,False
835213,00l1z0,001080990,4 ROWELL STREET LLC,06/07/2012,Y,4 ROWELL ST LLC,4 ROWELL ST,2012-06-07,False
702815,00942w,201391454,"4 MILFORD STREET, LLC",07/21/2004,Y,4 MILFORD ST LLC,4 MILFORD ST,2004-07-21,False
974184,00lrbf,001103897,"4 LEICESTER, LLC",04/03/2013,Y,4 LEICESTER LLC,4 LEICESTER,2013-04-03,False
1215042,00msb8,001135810,"4 LANGLEY ROAD, LLC",05/08/2014,Y,4 LANGLEY RD LLC,4 LANGLEY RD,2014-05-08,False
1093536,00lk7x,461789261,4 JEROME LLC,01/17/2013,Y,4 JEROME LLC,4 JEROME,2013-01-17,False
1089620,00l4pa,001083518,4 IROQUOIS LLC,07-13-2012,N,4 IROQUOIS LLC,4 IROQUOIS,2012-07-13,False
63013,00fjxz,043420743,2-4 GREENWICH STREET LLC,05/20/1998,Y,4 GREENWICH ST LLC,4 GREENWICH ST,1998-05-20,False
702733,00mvxr,001139007,4 FOUNTAIN PLACE LLC,06/11/2014,Y,4 FOUNTAIN PLACE LLC,4 FOUNTAIN PLACE,2014-06-11,False
144555,0022yu,043205392,FOUR FOREST STREET CORPORATION,06/22/1993,Y,4 FOREST ST CORPORATION,4 FOREST ST,1993-06-22,False
941609,00l8i1,001086947,4 BROTHERS LLC,08/31/2012,Y,4 BROTHERS LLC,4 BROTHERS,2012-08-31,False
1024323,00ncmx,001153493,397 BEACON STREET LLC,12/03/2014,Y,397 BEACON ST LLC,397 BEACON ST,2014-12-03,False
1085582,00p327,001233102,39 WEBSTER STREET LLC,07-25-2016,Y,39 WEBSTER ST LLC,39 WEBSTER ST,2016-07-25,False
626359,00d9i1,000966463,"39 TEELE AVENUE, LLC",12/13/2007,N,39 TEELE AVE LLC,39 TEELE AVE,2007-12-13,False
1029590,00n7yl,001149399,"39 PASADENA ROAD, LLC",10/14/2014,N,39 PASADENA RD LLC,39 PASADENA RD,2014-10-14,False
1191927,00mnlp,001131868,39-41 THORNTON STREET LLC,03/25/2014,Y,39 41 THORNTON ST LLC,39 41 THORNTON ST,2014-03-25,False
1075039,00kwi5,454985413,388 DORCHESTER STREET LLC,04/03/2012,Y,388 DORCHESTER ST LLC,388 DORCHESTER ST,2012-04-03,False
871414,00m44f,001114979,"383 SAVIN HILL AVENUE, LLC",08/27/2013,N,383 SAVIN HILL AVE LLC,383 SAVIN HILL AVE,2013-08-27,False
924237,00kti7,001073525,381 CONGRESS STREET LLC,03/01/2012,Y,381 CONGRESS ST LLC,381 CONGRESS ST,2012-03-01,False
653087,001dx5,113682858,381 COMM. AVE. LLC,05/08/2002,Y,381 COMMONWEALTH AVE LLC,381 COMMONWEALTH AVE,2002-05-08,False
1035516,001hww,271108224,"38 WESTFORD STREET, LLC",10/14/2009,Y,38 W FORD ST LLC,38 W FORD ST,2009-10-14,False
903265,00k8pl,001030168,38 SOUTH HUNTINGTON LLC,06/10/2010,Y,38 S HUNTINGTON LLC,38 S HUNTINGTON,2010-06-10,False
1214836,00ms6b,001135682,"38 PARK VALE, LLC",05-07-2014,Y,38 PARK VALE LLC,38 PARK VALE,2014-05-07,False
